plant_id,genotype,time_days,treatment,replicate,cycle,phase,water_potential,stomatal_conductance
T_D_3,Tolerant,37,Drought,3,2,PostDrought,-0.9639658139939576,0.34887323000351966
T_D_3,Tolerant,38,Drought,3,2,PostDrought,-0.9796704849322371,0.35853799383886353
T_D_3,Tolerant,39,Drought,3,2,PostDrought,-1.0971225231927604,0.3601964024861748
T_D_3,Tolerant,40,Drought,3,2,PostDrought,-1.0294010205445814,0.3441330946917517
T_D_4,Tolerant,0,Drought,4,1,PreDrought,-0.9194943025947397,0.3548380832616327
T_D_4,Tolerant,1,Drought,4,1,PreDrought,-0.8933323861717526,0.3491746771541046
T_D_4,Tolerant,2,Drought,4,1,PreDrought,-0.8879769178298884,0.3469896501407691
T_D_4,Tolerant,3,Drought,4,1,PreDrought,-0.8493290127738351,0.33304390401785944
T_D_4,Tolerant,4,Drought,4,1,PreDrought,-0.9155288828968258,0.33214797267328555
T_D_4,Tolerant,5,Drought,4,1,Drought,-1.1015144803513668,0.32599077285527606
T_D_4,Tolerant,6,Drought,4,1,Drought,-1.1347818817923148,0.32432845216436773
T_D_4,Tolerant,7,Drought,4,1,Drought,-1.2281191558434805,0.26314928131435594
T_D_4,Tolerant,8,Drought,4,1,Drought,-1.4362213268956934,0.24975332464558136
T_D_4,Tolerant,9,Drought,4,1,Drought,-1.575848124038393,0.20804324481314507
T_D_4,Tolerant,10,Drought,4,1,Drought,-1.7840620466864499,0.16000401603913939
T_D_4,Tolerant,11,Drought,4,1,Rewatering,-1.539503493269137,0.21668773197433974
T_D_4,Tolerant,12,Drought,4,1,Rewatering,-1.4614732115072102,0.2317793406207473
T_D_4,Tolerant,13,Drought,4,1,Rewatering,-1.3456844070929161,0.25420969536720966
T_D_4,Tolerant,14,Drought,4,1,Rewatering,-1.1887882152827347,0.2393094034038748
T_D_4,Tolerant,15,Drought,4,1,Rewatering,-1.21665757897694,0.2869240670723447
T_D_4,Tolerant,16,Drought,4,1,PostDrought,-1.1092477465331922,0.32004398406744156
T_D_4,Tolerant,17,Drought,4,1,PostDrought,-1.0473418826317358,0.3090487481274376
T_D_4,Tolerant,18,Drought,4,1,PostDrought,-1.0614708694631274,0.3078190383147359
T_D_4,Tolerant,19,Drought,4,1,PostDrought,-1.150992827344344,0.2941935292345653
T_D_4,Tolerant,20,Drought,4,1,PostDrought,-1.101286158558455,0.3285875380433935
T_D_4,Tolerant,21,Drought,4,2,PreDrought,-0.7709701799856439,0.3158396852026674
T_D_4,Tolerant,22,Drought,4,2,PreDrought,-0.8988161916966568,0.334835107714347
T_D_4,Tolerant,23,Drought,4,2,PreDrought,-0.8621219784361772,0.339562834885094
T_D_4,Tolerant,24,Drought,4,2,PreDrought,-0.9567065227793448,0.3355578846985886
T_D_4,Tolerant,25,Drought,4,2,Drought,-0.8414691366661048,0.3016253585355562
T_D_4,Tolerant,26,Drought,4,2,Drought,-1.1216337972144266,0.28773227717413596
T_D_4,Tolerant,27,Drought,4,2,Drought,-1.1286029293686526,0.2920123840314488
T_D_4,Tolerant,28,Drought,4,2,Drought,-1.16408695410345,0.2705928399067376
T_D_4,Tolerant,29,Drought,4,2,Drought,-1.3863717981901131,0.2513403434767641
T_D_4,Tolerant,30,Drought,4,2,Drought,-1.4764435199840307,0.2314450680961361
T_D_4,Tolerant,31,Drought,4,2,Rewatering,-1.4628236939428279,0.26856901027161184
T_D_4,Tolerant,32,Drought,4,2,Rewatering,-1.276980650319361,0.2913464215012223
T_D_4,Tolerant,33,Drought,4,2,Rewatering,-1.2035055822542857,0.3094715830818667
T_D_4,Tolerant,34,Drought,4,2,Rewatering,-1.163794261816047,0.2939843523752971
T_D_4,Tolerant,35,Drought,4,2,Rewatering,-0.9530150502859543,0.3445126216658837
T_D_4,Tolerant,36,Drought,4,2,PostDrought,-0.9690032083438488,0.3333381804101615
T_D_4,Tolerant,37,Drought,4,2,PostDrought,-0.9719632121400164,0.33923020305354723
T_D_4,Tolerant,38,Drought,4,2,PostDrought,-1.026898243760052,0.3346360133508044
T_D_4,Tolerant,39,Drought,4,2,PostDrought,-0.9406035196746192,0.3587470767290254
T_D_4,Tolerant,40,Drought,4,2,PostDrought,-0.8991153585968544,0.3445533775358919
